,full_name,party,number,chamber,DOB,first_name,method,proportion_male,proportion_female,predicted_gender
2857,"HOLADAY, William Perry",Republican,68,house,1882.0,William,ipums,0.9998,0.0002,M
2858,"HOLADAY, William Perry",Republican,69,house,1882.0,William,ipums,0.9998,0.0002,M
2859,"HOLADAY, William Perry",Republican,70,house,1882.0,William,ipums,0.9998,0.0002,M
2860,"SIROVICH, William Irving",Democrat,70,house,1882.0,William,ipums,0.9998,0.0002,M
2861,"HOLADAY, William Perry",Republican,71,house,1882.0,William,ipums,0.9998,0.0002,M
2862,"SIROVICH, William Irving",Democrat,71,house,1882.0,William,ipums,0.9998,0.0002,M
2863,"HOLADAY, William Perry",Republican,72,house,1882.0,William,ipums,0.9998,0.0002,M
2864,"SIROVICH, William Irving",Democrat,72,house,1882.0,William,ipums,0.9998,0.0002,M
2865,"SIROVICH, William Irving",Democrat,73,house,1882.0,William,ipums,0.9998,0.0002,M
2866,"SIROVICH, William Irving",Democrat,74,house,1882.0,William,ipums,0.9998,0.0002,M
2867,"SIROVICH, William Irving",Democrat,75,house,1882.0,William,ipums,0.9998,0.0002,M
2868,"SIROVICH, William Irving",Democrat,76,house,1882.0,William,ipums,0.9998,0.0002,M
2869,"ROWAN, William A.",Democrat,78,house,1882.0,William,ipums,0.9998,0.0002,M
2870,"ROWAN, William A.",Democrat,79,house,1882.0,William,ipums,0.9998,0.0002,M
2871,"WALSH, Joseph",Republican,65,house,1875.0,Joseph,ipums,0.9971,0.0029,M
2872,"WALSH, Joseph",Republican,66,house,1875.0,Joseph,ipums,0.9971,0.0029,M
2873,"WALSH, Joseph",Republican,67,house,1875.0,Joseph,ipums,0.9971,0.0029,M
2874,"WARD, Charles Bonnell",Republican,65,house,1879.0,Charles,ipums,0.9995,0.0005,M
2875,"MOONEY, Charles Anthony",Democrat,66,house,1879.0,Charles,ipums,0.9995,0.0005,M
2876,"WARD, Charles Bonnell",Republican,66,house,1879.0,Charles,ipums,0.9995,0.0005,M
2877,"FAUST, Charles Lee",Republican,67,house,1879.0,Charles,ipums,0.9995,0.0005,M
2878,"O'BRIEN, Charles Francis Xavier",Democrat,67,house,1879.0,Charles,ipums,0.9995,0.0005,M
2879,"WARD, Charles Bonnell",Republican,67,house,1879.0,Charles,ipums,0.9995,0.0005,M
2880,"FAUST, Charles Lee",Republican,68,house,1879.0,Charles,ipums,0.9995,0.0005,M
2881,"MOONEY, Charles Anthony",Democrat,68,house,1879.0,Charles,ipums,0.9995,0.0005,M
2882,"O'BRIEN, Charles Francis Xavier",Democrat,68,house,1879.0,Charles,ipums,0.9995,0.0005,M
2883,"WARD, Charles Bonnell",Republican,68,house,1879.0,Charles,ipums,0.9995,0.0005,M
2884,"FAUST, Charles Lee",Republican,69,house,1879.0,Charles,ipums,0.9995,0.0005,M
2885,"MOONEY, Charles Anthony",Democrat,69,house,1879.0,Charles,ipums,0.9995,0.0005,M
2886,"FAUST, Charles Lee",Republican,70,house,1879.0,Charles,ipums,0.9995,0.0005,M
2887,"MOONEY, Charles Anthony",Democrat,70,house,1879.0,Charles,ipums,0.9995,0.0005,M
2888,"MOONEY, Charles Anthony",Democrat,71,house,1879.0,Charles,ipums,0.9995,0.0005,M
2889,"SWANSON, Charles Edward",Republican,71,house,1879.0,Charles,ipums,0.9995,0.0005,M
2890,"MOONEY, Charles Anthony",Democrat,72,house,1879.0,Charles,ipums,0.9995,0.0005,M
2891,"SWANSON, Charles Edward",Republican,72,house,1879.0,Charles,ipums,0.9995,0.0005,M
2892,"KRAMER, Charles",Democrat,73,house,1879.0,Charles,ipums,0.9995,0.0005,M
2893,"KRAMER, Charles",Democrat,74,house,1879.0,Charles,ipums,0.9995,0.0005,M
2894,"KRAMER, Charles",Democrat,75,house,1879.0,Charles,ipums,0.9995,0.0005,M
2895,"KRAMER, Charles",Democrat,76,house,1879.0,Charles,ipums,0.9995,0.0005,M
2896,"KRAMER, Charles",Democrat,77,house,1879.0,Charles,ipums,0.9995,0.0005,M
2897,"WASON, Edward Hills",Republican,65,house,1865.0,Edward,ipums,1.0,0.0,M
2898,"WASON, Edward Hills",Republican,66,house,1865.0,Edward,ipums,1.0,0.0,M
2899,"WASON, Edward Hills",Republican,67,house,1865.0,Edward,ipums,1.0,0.0,M
2900,"WASON, Edward Hills",Republican,68,house,1865.0,Edward,ipums,1.0,0.0,M
2901,"WASON, Edward Hills",Republican,69,house,1865.0,Edward,ipums,1.0,0.0,M
2902,"WASON, Edward Hills",Republican,70,house,1865.0,Edward,ipums,1.0,0.0,M
2903,"WASON, Edward Hills",Republican,71,house,1865.0,Edward,ipums,1.0,0.0,M
2904,"WASON, Edward Hills",Republican,72,house,1865.0,Edward,ipums,1.0,0.0,M
2905,"WATSON, Henry Winfield",Republican,65,house,1856.0,Henry,ipums,0.9996,0.0004,M
2906,"GOLDFOGLE, Henry Mayer",Democrat,66,house,1856.0,Henry,ipums,0.9996,0.0004,M
2907,"WATSON, Henry Winfield",Republican,66,house,1856.0,Henry,ipums,0.9996,0.0004,M
2908,"WATSON, Henry Winfield",Republican,67,house,1856.0,Henry,ipums,0.9996,0.0004,M
2909,"WATSON, Henry Winfield",Republican,68,house,1856.0,Henry,ipums,0.9996,0.0004,M
2910,"WATSON, Henry Winfield",Republican,69,house,1856.0,Henry,ipums,0.9996,0.0004,M
2911,"WATSON, Henry Winfield",Republican,70,house,1856.0,Henry,ipums,0.9996,0.0004,M
2912,"WATSON, Henry Winfield",Republican,71,house,1856.0,Henry,ipums,0.9996,0.0004,M
2913,"WATSON, Henry Winfield",Republican,72,house,1856.0,Henry,ipums,0.9996,0.0004,M
2914,"WATSON, Henry Winfield",Republican,73,house,1856.0,Henry,ipums,0.9996,0.0004,M
2915,"WEAVER, Zebulon",Democrat,65,house,1872.0,Zebulon,ipums,1.0,0.0,M
2916,"WEAVER, Zebulon",Democrat,66,house,1872.0,Zebulon,ipums,1.0,0.0,M
2917,"WEAVER, Zebulon",Democrat,67,house,1872.0,Zebulon,ipums,1.0,0.0,M
2918,"WEAVER, Zebulon",Democrat,68,house,1872.0,Zebulon,ipums,1.0,0.0,M
2919,"WEAVER, Zebulon",Democrat,69,house,1872.0,Zebulon,ipums,1.0,0.0,M
2920,"WEAVER, Zebulon",Democrat,70,house,1872.0,Zebulon,ipums,1.0,0.0,M
2921,"WEAVER, Zebulon",Democrat,72,house,1872.0,Zebulon,ipums,1.0,0.0,M
2922,"WEAVER, Zebulon",Democrat,73,house,1872.0,Zebulon,ipums,1.0,0.0,M
2923,"WEAVER, Zebulon",Democrat,74,house,1872.0,Zebulon,ipums,1.0,0.0,M
2924,"WEAVER, Zebulon",Democrat,75,house,1872.0,Zebulon,ipums,1.0,0.0,M
2925,"WEAVER, Zebulon",Democrat,76,house,1872.0,Zebulon,ipums,1.0,0.0,M
2926,"WEAVER, Zebulon",Democrat,77,house,1872.0,Zebulon,ipums,1.0,0.0,M
2927,"WEAVER, Zebulon",Democrat,78,house,1872.0,Zebulon,ipums,1.0,0.0,M
2928,"WEAVER, Zebulon",Democrat,79,house,1872.0,Zebulon,ipums,1.0,0.0,M
2929,"WEBB, Edwin Yates",Democrat,65,house,1872.0,Edwin,ipums,1.0,0.0,M
2930,"WEBB, Edwin Yates",Democrat,66,house,1872.0,Edwin,ipums,1.0,0.0,M
2931,"WELLING, Milton Holmes",Democrat,65,house,1876.0,Milton,ipums,1.0,0.0,M
2932,"WELLING, Milton Holmes",Democrat,66,house,1876.0,Milton,ipums,1.0,0.0,M
2933,"WELTY, Benjamin Franklin",Democrat,65,house,1870.0,Benjamin,ipums,0.9968,0.0032,M
2934,"WELTY, Benjamin Franklin",Democrat,66,house,1870.0,Benjamin,ipums,0.9968,0.0032,M
2935,"WHALEY, Richard Smith",Democrat,65,house,1874.0,Richard,ipums,0.99,0.01,M
2936,"WHALEY, Richard Smith",Democrat,66,house,1874.0,Richard,ipums,0.99,0.01,M
2937,"WHEELER, Loren Edgar",Republican,65,house,1862.0,Loren,ipums,1.0,0.0,M
2938,"WHEELER, Loren Edgar",Republican,66,house,1862.0,Loren,ipums,1.0,0.0,M
2939,"WHEELER, Loren Edgar",Republican,67,house,1862.0,Loren,ipums,1.0,0.0,M
2940,"WHEELER, Loren Edgar",Republican,69,house,1862.0,Loren,ipums,1.0,0.0,M
2941,"WHITE, George",Democrat,65,house,1872.0,George,ipums,0.9959,0.0041,M
2942,"DURGAN, George Richard",Democrat,73,house,1872.0,George,ipums,0.9959,0.0041,M
2943,"WHITE, Wallace Humphrey, Jr.",Republican,65,house,1877.0,Wallace,ipums,1.0,0.0,M
2944,"WHITE, Wallace Humphrey, Jr.",Republican,66,house,1877.0,Wallace,ipums,1.0,0.0,M
2945,"WHITE, Wallace Humphrey, Jr.",Republican,67,house,1877.0,Wallace,ipums,1.0,0.0,M
2946,"WHITE, Wallace Humphrey, Jr.",Republican,68,house,1877.0,Wallace,ipums,1.0,0.0,M
2947,"WHITE, Wallace Humphrey, Jr.",Republican,69,house,1877.0,Wallace,ipums,1.0,0.0,M
2948,"WHITE, Wallace Humphrey, Jr.",Republican,70,house,1877.0,Wallace,ipums,1.0,0.0,M
2949,"WHITE, Wallace Humphrey, Jr.",Republican,71,house,1877.0,Wallace,ipums,1.0,0.0,M
2950,"WHITE, Wallace Humphrey, Jr.",Republican,72,senate,1877.0,Wallace,ipums,1.0,0.0,M
2951,"WHITE, Wallace Humphrey, Jr.",Republican,73,senate,1877.0,Wallace,ipums,1.0,0.0,M
2952,"WHITE, Wallace Humphrey, Jr.",Republican,74,senate,1877.0,Wallace,ipums,1.0,0.0,M
2953,"WHITE, Wallace Humphrey, Jr.",Republican,75,senate,1877.0,Wallace,ipums,1.0,0.0,M
2954,"WHITE, Wallace Humphrey, Jr.",Republican,76,senate,1877.0,Wallace,ipums,1.0,0.0,M
2955,"WHITE, Wallace Humphrey, Jr.",Republican,77,senate,1877.0,Wallace,ipums,1.0,0.0,M
2956,"WHITE, Wallace Humphrey, Jr.",Republican,78,senate,1877.0,Wallace,ipums,1.0,0.0,M
2957,"WHITE, Wallace Humphrey, Jr.",Republican,79,senate,1877.0,Wallace,ipums,1.0,0.0,M
2958,"WILSON, James Clifton",Democrat,65,house,1874.0,James,ipums,0.9986,0.0014,M
2959,"WILSON, James Clifton",Democrat,66,house,1874.0,James,ipums,0.9986,0.0014,M
2960,"CURLEY, James Michael",Democrat,78,house,1874.0,James,ipums,0.9986,0.0014,M
2961,"TORRENS, James H.",Democrat,78,house,1874.0,James,ipums,0.9986,0.0014,M
2962,"CURLEY, James Michael",Democrat,79,house,1874.0,James,ipums,0.9986,0.0014,M
2963,"TORRENS, James H.",Democrat,79,house,1874.0,James,ipums,0.9986,0.0014,M
2964,"WILSON, Riley Joseph",Democrat,65,house,1871.0,Riley,ipums,1.0,0.0,M
2965,"WILSON, Riley Joseph",Democrat,66,house,1871.0,Riley,ipums,1.0,0.0,M
2966,"WILSON, Riley Joseph",Democrat,67,house,1871.0,Riley,ipums,1.0,0.0,M
2967,"WILSON, Riley Joseph",Democrat,68,house,1871.0,Riley,ipums,1.0,0.0,M
2968,"WILSON, Riley Joseph",Democrat,69,house,1871.0,Riley,ipums,1.0,0.0,M
2969,"WILSON, Riley Joseph",Democrat,70,house,1871.0,Riley,ipums,1.0,0.0,M
2970,"WILSON, Riley Joseph",Democrat,71,house,1871.0,Riley,ipums,1.0,0.0,M
2971,"WILSON, Riley Joseph",Democrat,72,house,1871.0,Riley,ipums,1.0,0.0,M
2972,"WILSON, Riley Joseph",Democrat,73,house,1871.0,Riley,ipums,1.0,0.0,M
2973,"WILSON, Riley Joseph",Democrat,74,house,1871.0,Riley,ipums,1.0,0.0,M
2974,"WILSON, William Warfield",Republican,65,house,1868.0,William,ipums,0.9989,0.0011,M
2975,"WILSON, William Warfield",Republican,66,house,1868.0,William,ipums,0.9989,0.0011,M
2976,"HARRIS, William Julius",Democrat,66,senate,1868.0,William,ipums,0.9989,0.0011,M
2977,"HARRIS, William Julius",Democrat,67,senate,1868.0,William,ipums,0.9989,0.0011,M
2978,"SALMON, William Charles",Democrat,68,house,1868.0,William,ipums,0.9989,0.0011,M
2979,"HARRIS, William Julius",Democrat,68,senate,1868.0,William,ipums,0.9989,0.0011,M
2980,"HARRIS, William Julius",Democrat,69,senate,1868.0,William,ipums,0.9989,0.0011,M
2981,"HARRIS, William Julius",Democrat,70,senate,1868.0,William,ipums,0.9989,0.0011,M
2982,"HARRIS, William Julius",Democrat,71,senate,1868.0,William,ipums,0.9989,0.0011,M
2983,"BARTON, William Edward",Democrat,72,house,1868.0,William,ipums,0.9989,0.0011,M
2984,"HARRIS, William Julius",Democrat,72,senate,1868.0,William,ipums,0.9989,0.0011,M
2985,"LEWIS, William",Republican,80,house,1868.0,William,ipums,0.9989,0.0011,M
2986,"WINGO, Otis Theodore",Democrat,65,house,1877.0,Otis,ipums,1.0,0.0,M
2987,"WINGO, Otis Theodore",Democrat,66,house,1877.0,Otis,ipums,1.0,0.0,M
2988,"WINGO, Otis Theodore",Democrat,67,house,1877.0,Otis,ipums,1.0,0.0,M
2989,"WINGO, Otis Theodore",Democrat,68,house,1877.0,Otis,ipums,1.0,0.0,M
2990,"WINGO, Otis Theodore",Democrat,69,house,1877.0,Otis,ipums,1.0,0.0,M
2991,"WINGO, Otis Theodore",Democrat,70,house,1877.0,Otis,ipums,1.0,0.0,M
2992,"WINGO, Otis Theodore",Democrat,71,house,1877.0,Otis,ipums,1.0,0.0,M
2993,"WINSLOW, Samuel Ellsworth",Republican,65,house,1862.0,Samuel,ipums,0.9994,0.0006,M
2994,"WINSLOW, Samuel Ellsworth",Republican,66,house,1862.0,Samuel,ipums,0.9994,0.0006,M
2995,"WINSLOW, Samuel Ellsworth",Republican,67,house,1862.0,Samuel,ipums,0.9994,0.0006,M
2996,"WINSLOW, Samuel Ellsworth",Republican,68,house,1862.0,Samuel,ipums,0.9994,0.0006,M
2997,"WOODS, Frank Plowman",Republican,65,house,1868.0,Frank,ipums,0.9931,0.0069,M
2998,"WOODYARD, Harry Chapman",Republican,65,house,1867.0,Harry,ipums,0.9996,0.0004,M
2999,"WOODYARD, Harry Chapman",Republican,66,house,1867.0,Harry,ipums,0.9996,0.0004,M
3000,"WOODYARD, Harry Chapman",Republican,67,house,1867.0,Harry,ipums,0.9996,0.0004,M
3001,"WOODYARD, Harry Chapman",Republican,69,house,1867.0,Harry,ipums,0.9996,0.0004,M
3002,"ZIHLMAN, Frederick Nicholas",Republican,65,house,1879.0,Frederick,ipums,1.0,0.0,M
3003,"ZIHLMAN, Frederick Nicholas",Republican,66,house,1879.0,Frederick,ipums,1.0,0.0,M
3004,"ZIHLMAN, Frederick Nicholas",Republican,67,house,1879.0,Frederick,ipums,1.0,0.0,M
3005,"ZIHLMAN, Frederick Nicholas",Republican,68,house,1879.0,Frederick,ipums,1.0,0.0,M
3006,"ZIHLMAN, Frederick Nicholas",Republican,69,house,1879.0,Frederick,ipums,1.0,0.0,M
3007,"ZIHLMAN, Frederick Nicholas",Republican,70,house,1879.0,Frederick,ipums,1.0,0.0,M
3008,"ZIHLMAN, Frederick Nicholas",Republican,71,house,1879.0,Frederick,ipums,1.0,0.0,M
3009,"SISSON, Frederick James",Democrat,73,house,1879.0,Frederick,ipums,1.0,0.0,M
3010,"SISSON, Frederick James",Democrat,74,house,1879.0,Frederick,ipums,1.0,0.0,M
3011,"ASHURST, Henry Fountain",Democrat,65,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3012,"ASHURST, Henry Fountain",Democrat,66,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3013,"ASHURST, Henry Fountain",Democrat,67,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3014,"ASHURST, Henry Fountain",Democrat,68,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3015,"ASHURST, Henry Fountain",Democrat,69,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3016,"ASHURST, Henry Fountain",Democrat,70,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3017,"ASHURST, Henry Fountain",Democrat,71,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3018,"ASHURST, Henry Fountain",Democrat,72,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3019,"ASHURST, Henry Fountain",Democrat,73,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3020,"ASHURST, Henry Fountain",Democrat,74,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3021,"ASHURST, Henry Fountain",Democrat,75,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3022,"ASHURST, Henry Fountain",Democrat,76,senate,1874.0,Henry,ipums,0.9968,0.0032,M
3023,"BAIRD, David",Republican,65,senate,1839.0,David,ipums,1.0,0.0,M
3024,"BANKHEAD, John Hollis",Democrat,65,senate,1842.0,John,ipums,0.9963,0.0037,M
3025,"BANKHEAD, John Hollis",Democrat,66,senate,1842.0,John,ipums,0.9963,0.0037,M
3026,"BECKHAM, John Crepps Wickliffe",Democrat,65,senate,1869.0,John,ipums,0.9981,0.0019,M
3027,"BECKHAM, John Crepps Wickliffe",Democrat,66,senate,1869.0,John,ipums,0.9981,0.0019,M
3028,"FREDERICKS, John Donnan",Republican,68,house,1869.0,John,ipums,0.9981,0.0019,M
3029,"FREDERICKS, John Donnan",Republican,69,house,1869.0,John,ipums,0.9981,0.0019,M
3030,"BENET, Christie",Democrat,65,senate,1879.0,Christie,ipums,0.161,0.8390000000000001,M
3031,"BROUSSARD, Robert Foligny",Democrat,65,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3032,"HOWELL, Robert Beecher",Republican,68,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3033,"HOWELL, Robert Beecher",Republican,69,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3034,"HOWELL, Robert Beecher",Republican,70,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3035,"HOWELL, Robert Beecher",Republican,71,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3036,"HOWELL, Robert Beecher",Republican,72,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3037,"HOWELL, Robert Beecher",Republican,73,senate,1864.0,Robert,ipums,0.9943,0.0057,M
3038,"COLT, LeBaron Bradford",Republican,65,senate,1846.0,LeBaron,ipums,,,
3039,"COLT, LeBaron Bradford",Republican,66,senate,1846.0,LeBaron,ipums,,,
3040,"COLT, LeBaron Bradford",Republican,67,senate,1846.0,LeBaron,ipums,,,
3041,"COLT, LeBaron Bradford",Republican,68,senate,1846.0,LeBaron,ipums,,,
3042,"CULBERSON, Charles Allen",Democrat,65,senate,1855.0,Charles,ipums,0.998,0.002,M
3043,"CULBERSON, Charles Allen",Democrat,66,senate,1855.0,Charles,ipums,0.998,0.002,M
3044,"CULBERSON, Charles Allen",Democrat,67,senate,1855.0,Charles,ipums,0.998,0.002,M
3045,"CUMMINS, Albert Baird",Republican,65,senate,1850.0,Albert,ipums,0.9908,0.0092,M
3046,"CUMMINS, Albert Baird",Republican,66,senate,1850.0,Albert,ipums,0.9908,0.0092,M
3047,"BLAKENEY, Albert Alexander",Republican,67,house,1850.0,Albert,ipums,0.9908,0.0092,M
3048,"CUMMINS, Albert Baird",Republican,67,senate,1850.0,Albert,ipums,0.9908,0.0092,M
3049,"CUMMINS, Albert Baird",Republican,68,senate,1850.0,Albert,ipums,0.9908,0.0092,M
3050,"CUMMINS, Albert Baird",Republican,69,senate,1850.0,Albert,ipums,0.9908,0.0092,M
3051,"DILLINGHAM, William Paul",Republican,65,senate,1843.0,William,ipums,0.9988,0.0012,M
3052,"DILLINGHAM, William Paul",Republican,66,senate,1843.0,William,ipums,0.9988,0.0012,M
3053,"DILLINGHAM, William Paul",Republican,67,senate,1843.0,William,ipums,0.9988,0.0012,M
3054,"DILLINGHAM, William Paul",Republican,68,senate,1843.0,William,ipums,0.9988,0.0012,M
3055,"DREW, Irving Webster",Republican,65,senate,1845.0,Irving,ipums,1.0,0.0,M
3056,"FALL, Albert Bacon",Republican,65,senate,1861.0,Albert,ipums,1.0,0.0,M
3057,"FALL, Albert Bacon",Republican,66,senate,1861.0,Albert,ipums,1.0,0.0,M
3058,"FALL, Albert Bacon",Republican,67,senate,1861.0,Albert,ipums,1.0,0.0,M
3059,"FERNALD, Bert Manfred",Republican,65,senate,1858.0,Bert,ipums,1.0,0.0,M
3060,"FERNALD, Bert Manfred",Republican,66,senate,1858.0,Bert,ipums,1.0,0.0,M
3061,"FERNALD, Bert Manfred",Republican,67,senate,1858.0,Bert,ipums,1.0,0.0,M
3062,"FERNALD, Bert Manfred",Republican,68,senate,1858.0,Bert,ipums,1.0,0.0,M
3063,"FERNALD, Bert Manfred",Republican,69,senate,1858.0,Bert,ipums,1.0,0.0,M
3064,"FLETCHER, Duncan Upshaw",Democrat,65,senate,1859.0,Duncan,ipums,1.0,0.0,M
3065,"FLETCHER, Duncan Upshaw",Democrat,66,senate,1859.0,Duncan,ipums,1.0,0.0,M
3066,"FLETCHER, Duncan Upshaw",Democrat,67,senate,1859.0,Duncan,ipums,1.0,0.0,M
3067,"FLETCHER, Duncan Upshaw",Democrat,68,senate,1859.0,Duncan,ipums,1.0,0.0,M
3068,"FLETCHER, Duncan Upshaw",Democrat,69,senate,1859.0,Duncan,ipums,1.0,0.0,M
3069,"FLETCHER, Duncan Upshaw",Democrat,70,senate,1859.0,Duncan,ipums,1.0,0.0,M
3070,"FLETCHER, Duncan Upshaw",Democrat,71,senate,1859.0,Duncan,ipums,1.0,0.0,M
3071,"FLETCHER, Duncan Upshaw",Democrat,72,senate,1859.0,Duncan,ipums,1.0,0.0,M
3072,"FLETCHER, Duncan Upshaw",Democrat,73,senate,1859.0,Duncan,ipums,1.0,0.0,M
3073,"FLETCHER, Duncan Upshaw",Democrat,74,senate,1859.0,Duncan,ipums,1.0,0.0,M
3074,"FRANCE, Joseph Irwin",Republican,65,senate,1873.0,Joseph,ipums,0.9963,0.0037,M
3075,"FRANCE, Joseph Irwin",Republican,66,senate,1873.0,Joseph,ipums,0.9963,0.0037,M
3076,"FRANCE, Joseph Irwin",Republican,67,senate,1873.0,Joseph,ipums,0.9963,0.0037,M
3077,"GALLINGER, Jacob Harold",Republican,65,senate,1837.0,Jacob,ipums,1.0,0.0,M
3078,"GAY, Edward James",Democrat,65,senate,1878.0,Edward,ipums,0.9966,0.0034,M
3079,"GAY, Edward James",Democrat,66,senate,1878.0,Edward,ipums,0.9966,0.0034,M
3080,"EICHER, Edward Clayton",Democrat,73,house,1878.0,Edward,ipums,0.9966,0.0034,M
3081,"EICHER, Edward Clayton",Democrat,74,house,1878.0,Edward,ipums,0.9966,0.0034,M
3082,"EICHER, Edward Clayton",Democrat,75,house,1878.0,Edward,ipums,0.9966,0.0034,M
3083,"GERRY, Peter Goelet",Democrat,65,senate,1879.0,Peter,ipums,1.0,0.0,M
3084,"GERRY, Peter Goelet",Democrat,66,senate,1879.0,Peter,ipums,1.0,0.0,M
3085,"GERRY, Peter Goelet",Democrat,67,senate,1879.0,Peter,ipums,1.0,0.0,M
3086,"GERRY, Peter Goelet",Democrat,68,senate,1879.0,Peter,ipums,1.0,0.0,M
3087,"GERRY, Peter Goelet",Democrat,69,senate,1879.0,Peter,ipums,1.0,0.0,M
3088,"GERRY, Peter Goelet",Democrat,70,senate,1879.0,Peter,ipums,1.0,0.0,M
3089,"CAVICCHIA, Peter Angelo",Republican,72,house,1879.0,Peter,ipums,1.0,0.0,M
3090,"CAVICCHIA, Peter Angelo",Republican,73,house,1879.0,Peter,ipums,1.0,0.0,M
3091,"CAVICCHIA, Peter Angelo",Republican,74,house,1879.0,Peter,ipums,1.0,0.0,M
3092,"GERRY, Peter Goelet",Democrat,74,senate,1879.0,Peter,ipums,1.0,0.0,M
3093,"GERRY, Peter Goelet",Democrat,75,senate,1879.0,Peter,ipums,1.0,0.0,M
3094,"GERRY, Peter Goelet",Democrat,76,senate,1879.0,Peter,ipums,1.0,0.0,M
3095,"GERRY, Peter Goelet",Democrat,77,senate,1879.0,Peter,ipums,1.0,0.0,M
3096,"GERRY, Peter Goelet",Democrat,78,senate,1879.0,Peter,ipums,1.0,0.0,M
3097,"GERRY, Peter Goelet",Democrat,79,senate,1879.0,Peter,ipums,1.0,0.0,M
3098,"GOFF, Nathan",Republican,65,senate,1843.0,Nathan,ipums,1.0,0.0,M
3099,"GORE, Thomas Pryor",Democrat,65,senate,1870.0,Thomas,ipums,0.9999,0.0001,M
3100,"GORE, Thomas Pryor",Democrat,66,senate,1870.0,Thomas,ipums,0.9999,0.0001,M
3101,"GORE, Thomas Pryor",Democrat,72,senate,1870.0,Thomas,ipums,0.9999,0.0001,M
3102,"GORE, Thomas Pryor",Democrat,73,senate,1870.0,Thomas,ipums,0.9999,0.0001,M
3103,"GORE, Thomas Pryor",Democrat,74,senate,1870.0,Thomas,ipums,0.9999,0.0001,M
3104,"GRONNA, Asle Jorgenson",Republican,65,senate,1858.0,Asle,ipums,,,
3105,"GRONNA, Asle Jorgenson",Republican,66,senate,1858.0,Asle,ipums,,,
3106,"GUION, Walter",Democrat,65,senate,1849.0,Walter,ipums,0.9986,0.0014,M
3107,"HALE, Frederick",Republican,65,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3108,"MULKEY, Frederick William",Republican,65,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3109,"HALE, Frederick",Republican,66,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3110,"HALE, Frederick",Republican,67,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3111,"HALE, Frederick",Republican,68,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3112,"HALE, Frederick",Republican,69,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3113,"HALE, Frederick",Republican,70,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3114,"LOOFBOUROW, Frederick Charles",Republican,71,house,1874.0,Frederick,ipums,0.9986,0.0014,M
3115,"HALE, Frederick",Republican,71,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3116,"LOOFBOUROW, Frederick Charles",Republican,72,house,1874.0,Frederick,ipums,0.9986,0.0014,M
3117,"HALE, Frederick",Republican,72,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3118,"HALE, Frederick",Republican,73,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3119,"VAN NUYS, Frederick",Democrat,73,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3120,"HALE, Frederick",Republican,74,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3121,"VAN NUYS, Frederick",Democrat,74,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3122,"HALE, Frederick",Republican,75,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3123,"VAN NUYS, Frederick",Democrat,75,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3124,"HALE, Frederick",Republican,76,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3125,"VAN NUYS, Frederick",Democrat,76,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3126,"VAN NUYS, Frederick",Democrat,77,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3127,"VAN NUYS, Frederick",Democrat,78,senate,1874.0,Frederick,ipums,0.9986,0.0014,M
3128,"HARDING, Warren Gamaliel",Republican,65,senate,1865.0,Warren,ipums,1.0,0.0,M
3129,"HARDING, Warren Gamaliel",Republican,66,senate,1865.0,Warren,ipums,1.0,0.0,M
3130,"HENDERSON, Charles Belknap",Democrat,65,senate,1873.0,Charles,ipums,0.9988,0.0012,M
3131,"OGDEN, Charles Franklin",Republican,66,house,1873.0,Charles,ipums,0.9988,0.0012,M
3132,"HENDERSON, Charles Belknap",Democrat,66,senate,1873.0,Charles,ipums,0.9988,0.0012,M
