,full_name,party,congress_number,chamber,DOB,first_name,method,proportion_male,proportion_female,final_gender,gender,year
5212,"PATMAN, John William Wright",D,88,house,1893.0,John,ipums,0.9992,0.0008,M,,1963
5213,"PATMAN, John William Wright",D,89,house,1893.0,John,ipums,0.9992,0.0008,M,,1965
5214,"PATMAN, John William Wright",D,90,house,1893.0,John,ipums,0.9992,0.0008,M,,1967
5215,"PATMAN, John William Wright",D,91,house,1893.0,John,ipums,0.9992,0.0008,M,,1969
5216,"PATMAN, John William Wright",D,92,house,1893.0,John,ipums,0.9992,0.0008,M,,1971
5217,"PATMAN, John William Wright",D,93,house,1893.0,John,ipums,0.9992,0.0008,M,,1973
5218,"PATMAN, John William Wright",D,94,house,1893.0,John,ipums,0.9992,0.0008,M,,1975
5219,"SCHNEIDER, George John",R,68,house,1877.0,George,ipums,0.9968,0.0032,M,,1923
5220,"SCHNEIDER, George John",R,69,house,1877.0,George,ipums,0.9968,0.0032,M,,1925
5221,"STOBBS, George Russell",R,69,house,1877.0,George,ipums,0.9968,0.0032,M,,1925
5222,"SCHNEIDER, George John",R,70,house,1877.0,George,ipums,0.9968,0.0032,M,,1927
5223,"STOBBS, George Russell",R,70,house,1877.0,George,ipums,0.9968,0.0032,M,,1927
5224,"SCHNEIDER, George John",R,71,house,1877.0,George,ipums,0.9968,0.0032,M,,1929
5225,"STOBBS, George Russell",R,71,house,1877.0,George,ipums,0.9968,0.0032,M,,1929
5226,"SCHNEIDER, George John",R,72,house,1877.0,George,ipums,0.9968,0.0032,M,,1931
5227,"SCHNEIDER, George John",O,74,house,1877.0,George,ipums,0.9968,0.0032,M,,1935
5228,"RADCLIFFE, George Lovic Pierce",D,74,senate,1877.0,George,ipums,0.9968,0.0032,M,,1935
5229,"SCHNEIDER, George John",O,75,house,1877.0,George,ipums,0.9968,0.0032,M,,1937
5230,"RADCLIFFE, George Lovic Pierce",D,75,senate,1877.0,George,ipums,0.9968,0.0032,M,,1937
5231,"WILLIAMS, George Short",R,76,house,1877.0,George,ipums,0.9968,0.0032,M,,1939
5232,"RADCLIFFE, George Lovic Pierce",D,76,senate,1877.0,George,ipums,0.9968,0.0032,M,,1939
5233,"RADCLIFFE, George Lovic Pierce",D,77,senate,1877.0,George,ipums,0.9968,0.0032,M,,1941
5234,"RADCLIFFE, George Lovic Pierce",D,78,senate,1877.0,George,ipums,0.9968,0.0032,M,,1943
5235,"RADCLIFFE, George Lovic Pierce",D,79,senate,1877.0,George,ipums,0.9968,0.0032,M,,1945
5236,"SEARS, Willis Gratz",R,68,house,1860.0,Willis,ipums,0.997,0.003,M,,1923
5237,"SEARS, Willis Gratz",R,69,house,1860.0,Willis,ipums,0.997,0.003,M,,1925
5238,"SEARS, Willis Gratz",R,70,house,1860.0,Willis,ipums,0.997,0.003,M,,1927
5239,"SEARS, Willis Gratz",R,71,house,1860.0,Willis,ipums,0.997,0.003,M,,1929
5240,"SEGER, George Nicholas",R,68,house,1866.0,George,ipums,0.9948,0.0052,M,,1923
5241,"CHURCHILL, George Bosworth",R,69,house,1866.0,George,ipums,0.9948,0.0052,M,,1925
5242,"SEGER, George Nicholas",R,69,house,1866.0,George,ipums,0.9948,0.0052,M,,1925
5243,"SEGER, George Nicholas",R,70,house,1866.0,George,ipums,0.9948,0.0052,M,,1927
5244,"SEGER, George Nicholas",R,71,house,1866.0,George,ipums,0.9948,0.0052,M,,1929
5245,"SEGER, George Nicholas",R,72,house,1866.0,George,ipums,0.9948,0.0052,M,,1931
5246,"SEGER, George Nicholas",R,73,house,1866.0,George,ipums,0.9948,0.0052,M,,1933
5247,"SEGER, George Nicholas",R,74,house,1866.0,George,ipums,0.9948,0.0052,M,,1935
5248,"SEGER, George Nicholas",R,75,house,1866.0,George,ipums,0.9948,0.0052,M,,1937
5249,"SEGER, George Nicholas",R,76,house,1866.0,George,ipums,0.9948,0.0052,M,,1939
5250,"SIMMONS, Robert Glenmore",R,68,house,1891.0,Robert,ipums,1.0,0.0,M,,1923
5251,"SIMMONS, Robert Glenmore",R,69,house,1891.0,Robert,ipums,1.0,0.0,M,,1925
5252,"SIMMONS, Robert Glenmore",R,70,house,1891.0,Robert,ipums,1.0,0.0,M,,1927
5253,"SIMMONS, Robert Glenmore",R,71,house,1891.0,Robert,ipums,1.0,0.0,M,,1929
5254,"SIMMONS, Robert Glenmore",R,72,house,1891.0,Robert,ipums,1.0,0.0,M,,1931
5255,"STALKER, Gale Hamilton",R,68,house,1889.0,Gale,ipums,1.0,0.0,M,,1923
5256,"STALKER, Gale Hamilton",R,69,house,1889.0,Gale,ipums,1.0,0.0,M,,1925
5257,"STALKER, Gale Hamilton",R,70,house,1889.0,Gale,ipums,1.0,0.0,M,,1927
5258,"STALKER, Gale Hamilton",R,71,house,1889.0,Gale,ipums,1.0,0.0,M,,1929
5259,"STALKER, Gale Hamilton",R,72,house,1889.0,Gale,ipums,1.0,0.0,M,,1931
5260,"STALKER, Gale Hamilton",R,73,house,1889.0,Gale,ipums,1.0,0.0,M,,1933
5261,"SWEET, Thaddeus C.",R,68,house,1872.0,Thaddeus,ipums,1.0,0.0,M,,1923
5262,"SWEET, Thaddeus C.",R,69,house,1872.0,Thaddeus,ipums,1.0,0.0,M,,1925
5263,"SWEET, Thaddeus C.",R,70,house,1872.0,Thaddeus,ipums,1.0,0.0,M,,1927
5264,"THATCHER, Maurice Hudson",R,68,house,1870.0,Maurice,ipums,0.9828,0.0172,M,,1923
5265,"THATCHER, Maurice Hudson",R,69,house,1870.0,Maurice,ipums,0.9828,0.0172,M,,1925
5266,"THATCHER, Maurice Hudson",R,70,house,1870.0,Maurice,ipums,0.9828,0.0172,M,,1927
5267,"THATCHER, Maurice Hudson",R,71,house,1870.0,Maurice,ipums,0.9828,0.0172,M,,1929
5268,"THATCHER, Maurice Hudson",R,72,house,1870.0,Maurice,ipums,0.9828,0.0172,M,,1931
5269,"THOMAS, John William Elmer",D,68,house,1876.0,John,ipums,0.9984,0.0016,M,,1923
5270,"THOMAS, John William Elmer",D,69,house,1876.0,John,ipums,0.9984,0.0016,M,,1925
5271,"THOMAS, John William Elmer",D,70,senate,1876.0,John,ipums,0.9984,0.0016,M,,1927
5272,"THOMAS, John William Elmer",D,71,senate,1876.0,John,ipums,0.9984,0.0016,M,,1929
5273,"THOMAS, John William Elmer",D,72,senate,1876.0,John,ipums,0.9984,0.0016,M,,1931
5274,"THOMAS, John William Elmer",D,73,senate,1876.0,John,ipums,0.9984,0.0016,M,,1933
5275,"THOMAS, John William Elmer",D,74,senate,1876.0,John,ipums,0.9984,0.0016,M,,1935
5276,"THOMAS, John William Elmer",D,75,senate,1876.0,John,ipums,0.9984,0.0016,M,,1937
5277,"THOMAS, John William Elmer",D,76,senate,1876.0,John,ipums,0.9984,0.0016,M,,1939
5278,"THOMAS, John William Elmer",D,77,senate,1876.0,John,ipums,0.9984,0.0016,M,,1941
5279,"THOMAS, John William Elmer",D,78,senate,1876.0,John,ipums,0.9984,0.0016,M,,1943
5280,"THOMAS, John William Elmer",D,79,senate,1876.0,John,ipums,0.9984,0.0016,M,,1945
5281,"TYDINGS, Millard Evelyn",D,68,house,1890.0,Millard,ipums,1.0,0.0,M,,1923
5282,"TYDINGS, Millard Evelyn",D,69,house,1890.0,Millard,ipums,1.0,0.0,M,,1925
5283,"TYDINGS, Millard Evelyn",D,70,senate,1890.0,Millard,ipums,1.0,0.0,M,,1927
5284,"TYDINGS, Millard Evelyn",D,71,senate,1890.0,Millard,ipums,1.0,0.0,M,,1929
5285,"TYDINGS, Millard Evelyn",D,72,senate,1890.0,Millard,ipums,1.0,0.0,M,,1931
5286,"TYDINGS, Millard Evelyn",D,73,senate,1890.0,Millard,ipums,1.0,0.0,M,,1933
5287,"TYDINGS, Millard Evelyn",D,74,senate,1890.0,Millard,ipums,1.0,0.0,M,,1935
5288,"TYDINGS, Millard Evelyn",D,75,senate,1890.0,Millard,ipums,1.0,0.0,M,,1937
5289,"TYDINGS, Millard Evelyn",D,76,senate,1890.0,Millard,ipums,1.0,0.0,M,,1939
5290,"TYDINGS, Millard Evelyn",D,77,senate,1890.0,Millard,ipums,1.0,0.0,M,,1941
5291,"TYDINGS, Millard Evelyn",D,78,senate,1890.0,Millard,ipums,1.0,0.0,M,,1943
5292,"TYDINGS, Millard Evelyn",D,79,senate,1890.0,Millard,ipums,1.0,0.0,M,,1945
5293,"UNDERWOOD, Mell Gilbert",D,68,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1923
5294,"UNDERWOOD, Mell Gilbert",D,69,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1925
5295,"UNDERWOOD, Mell Gilbert",D,70,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1927
5296,"UNDERWOOD, Mell Gilbert",D,71,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1929
5297,"UNDERWOOD, Mell Gilbert",D,72,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1931
5298,"UNDERWOOD, Mell Gilbert",D,73,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1933
5299,"UNDERWOOD, Mell Gilbert",D,74,house,1892.0,Mell,ipums,0.2479,0.7521,M,,1935
5300,"VINCENT, Bird J.",R,68,house,1880.0,Bird,ipums,0.446,0.5539999999999999,M,,1923
5301,"VINCENT, Bird J.",R,69,house,1880.0,Bird,ipums,0.446,0.5539999999999999,M,,1925
5302,"VINCENT, Bird J.",R,70,house,1880.0,Bird,ipums,0.446,0.5539999999999999,M,,1927
5303,"VINCENT, Bird J.",R,71,house,1880.0,Bird,ipums,0.446,0.5539999999999999,M,,1929
5304,"VINCENT, Bird J.",R,72,house,1880.0,Bird,ipums,0.446,0.5539999999999999,M,,1931
5305,"VINSON, Frederick Moore",D,68,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1923
5306,"VINSON, Frederick Moore",D,69,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1925
5307,"VINSON, Frederick Moore",D,70,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1927
5308,"VINSON, Frederick Moore",D,72,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1931
5309,"VINSON, Frederick Moore",D,73,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1933
5310,"VINSON, Frederick Moore",D,74,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1935
5311,"VINSON, Frederick Moore",D,75,house,1890.0,Frederick,ipums,0.9771,0.0229,M,,1937
5312,"WAINWRIGHT, Jonathan Mayhew",R,68,house,1864.0,Jonathan,ipums,1.0,0.0,M,,1923
5313,"WAINWRIGHT, Jonathan Mayhew",R,69,house,1864.0,Jonathan,ipums,1.0,0.0,M,,1925
5314,"WAINWRIGHT, Jonathan Mayhew",R,70,house,1864.0,Jonathan,ipums,1.0,0.0,M,,1927
5315,"WAINWRIGHT, Jonathan Mayhew",R,71,house,1864.0,Jonathan,ipums,1.0,0.0,M,,1929
5316,"WATKINS, Elton",D,68,house,1881.0,Elton,ipums,0.8573,0.1427,M,,1923
5317,"WATRES, Laurence Hawley",R,68,house,1882.0,Laurence,ipums,0.9611,0.0389,M,,1923
5318,"WATRES, Laurence Hawley",R,69,house,1882.0,Laurence,ipums,0.9611,0.0389,M,,1925
5319,"WATRES, Laurence Hawley",R,70,house,1882.0,Laurence,ipums,0.9611,0.0389,M,,1927
5320,"WATRES, Laurence Hawley",R,71,house,1882.0,Laurence,ipums,0.9611,0.0389,M,,1929
5321,"WEFALD, Knud",O,68,house,1869.0,Knud,ipums,,,,,1923
5322,"WEFALD, Knud",O,69,house,1869.0,Knud,ipums,,,,,1925
5323,"WELLER, Royal Hurlburt",D,68,house,1881.0,Royal,ipums,1.0,0.0,M,,1923
5324,"WELLER, Royal Hurlburt",D,69,house,1881.0,Royal,ipums,1.0,0.0,M,,1925
5325,"WELLER, Royal Hurlburt",D,70,house,1881.0,Royal,ipums,1.0,0.0,M,,1927
5326,"WELSH, George Austin",R,68,house,1878.0,George,ipums,0.9959,0.0041,M,,1923
5327,"WELSH, George Austin",R,69,house,1878.0,George,ipums,0.9959,0.0041,M,,1925
5328,"WELSH, George Austin",R,70,house,1878.0,George,ipums,0.9959,0.0041,M,,1927
5329,"WELSH, George Austin",R,71,house,1878.0,George,ipums,0.9959,0.0041,M,,1929
5330,"WELSH, George Austin",R,72,house,1878.0,George,ipums,0.9959,0.0041,M,,1931
5331,"FOULKES, George Ernest",D,73,house,1878.0,George,ipums,0.9959,0.0041,M,,1933
5332,"WERTZ, George M.",R,68,house,1856.0,George,ipums,0.9964,0.0036,M,,1923
5333,"WILLIAMS, Arthur Bruce",R,68,house,1872.0,Arthur,ipums,1.0,0.0,M,,1923
5334,"WILLIAMS, Arthur Bruce",R,69,house,1872.0,Arthur,ipums,1.0,0.0,M,,1925
5335,"WILSON, Thomas Webber",D,68,house,1893.0,Thomas,ipums,1.0,0.0,M,,1923
5336,"WILSON, Thomas Webber",D,69,house,1893.0,Thomas,ipums,1.0,0.0,M,,1925
5337,"WILSON, Thomas Webber",D,70,house,1893.0,Thomas,ipums,1.0,0.0,M,,1927
5338,"MARTIN, Thomas Ellsworth",R,76,house,1893.0,Thomas,ipums,1.0,0.0,M,,1939
5339,"MARTIN, Thomas Ellsworth",R,77,house,1893.0,Thomas,ipums,1.0,0.0,M,,1941
5340,"GORDON, Thomas Sylvy",D,78,house,1893.0,Thomas,ipums,1.0,0.0,M,,1943
5341,"MARTIN, Thomas Ellsworth",R,78,house,1893.0,Thomas,ipums,1.0,0.0,M,,1943
5342,"GORDON, Thomas Sylvy",D,79,house,1893.0,Thomas,ipums,1.0,0.0,M,,1945
5343,"MARTIN, Thomas Ellsworth",R,79,house,1893.0,Thomas,ipums,1.0,0.0,M,,1945
5344,"GORDON, Thomas Sylvy",D,80,house,1893.0,Thomas,ipums,1.0,0.0,M,,1947
5345,"MARTIN, Thomas Ellsworth",R,80,house,1893.0,Thomas,ipums,1.0,0.0,M,,1947
5346,"GORDON, Thomas Sylvy",D,81,house,1893.0,Thomas,ipums,1.0,0.0,M,,1949
5347,"MARTIN, Thomas Ellsworth",R,81,house,1893.0,Thomas,ipums,1.0,0.0,M,,1949
5348,"GORDON, Thomas Sylvy",D,82,house,1893.0,Thomas,ipums,1.0,0.0,M,,1951
5349,"MARTIN, Thomas Ellsworth",R,82,house,1893.0,Thomas,ipums,1.0,0.0,M,,1951
5350,"GORDON, Thomas Sylvy",D,83,house,1893.0,Thomas,ipums,1.0,0.0,M,,1953
5351,"MARTIN, Thomas Ellsworth",R,83,house,1893.0,Thomas,ipums,1.0,0.0,M,,1953
5352,"GORDON, Thomas Sylvy",D,84,house,1893.0,Thomas,ipums,1.0,0.0,M,,1955
5353,"GORDON, Thomas Sylvy",D,85,house,1893.0,Thomas,ipums,1.0,0.0,M,,1957
5354,"WOLFF, Joseph Scott",D,68,house,1878.0,Joseph,ipums,0.999,0.001,M,,1923
5355,"WOODRUM, Clifton Alexander",D,68,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1923
5356,"WOODRUM, Clifton Alexander",D,69,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1925
5357,"WOODRUM, Clifton Alexander",D,70,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1927
5358,"WOODRUM, Clifton Alexander",D,71,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1929
5359,"WOODRUM, Clifton Alexander",D,72,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1931
5360,"WOODRUM, Clifton Alexander",D,73,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1933
5361,"WOODRUM, Clifton Alexander",D,74,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1935
5362,"WOODRUM, Clifton Alexander",D,75,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1937
5363,"WOODRUM, Clifton Alexander",D,76,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1939
5364,"WOODRUM, Clifton Alexander",D,77,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1941
5365,"WOODRUM, Clifton Alexander",D,78,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1943
5366,"WOODRUM, Clifton Alexander",D,79,house,1887.0,Clifton,ipums,0.9755,0.0245,M,,1945
5367,"ADAMS, Alva Blanchard",D,68,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1923
5368,"ADAMS, Alva Blanchard",D,73,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1933
5369,"ADAMS, Alva Blanchard",D,74,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1935
5370,"ADAMS, Alva Blanchard",D,75,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1937
5371,"ADAMS, Alva Blanchard",D,76,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1939
5372,"ADAMS, Alva Blanchard",D,77,senate,1875.0,Alva,ipums,0.7149,0.2851,M,,1941
5373,"COPELAND, Royal Samuel",D,68,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1923
5374,"COPELAND, Royal Samuel",D,69,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1925
5375,"COPELAND, Royal Samuel",D,70,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1927
5376,"COPELAND, Royal Samuel",D,71,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1929
5377,"COPELAND, Royal Samuel",D,72,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1931
5378,"COPELAND, Royal Samuel",D,73,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1933
5379,"COPELAND, Royal Samuel",D,74,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1935
5380,"COPELAND, Royal Samuel",D,75,senate,1868.0,Royal,ipums,0.6964,0.3036,M,,1937
5381,"FERRIS, Woodbridge Nathan",D,68,senate,1853.0,Woodbridge,ipums,,,,,1923
5382,"FERRIS, Woodbridge Nathan",D,69,senate,1853.0,Woodbridge,ipums,,,,,1925
5383,"FERRIS, Woodbridge Nathan",D,70,senate,1853.0,Woodbridge,ipums,,,,,1927
5384,"FRAZIER, Lynn Joseph",R,68,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1923
5385,"FRAZIER, Lynn Joseph",R,69,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1925
5386,"FRAZIER, Lynn Joseph",R,70,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1927
5387,"FRAZIER, Lynn Joseph",R,71,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1929
5388,"HORNOR, Lynn Sedwick",D,72,house,1874.0,Lynn,ipums,0.9737,0.0263,M,,1931
5389,"FRAZIER, Lynn Joseph",R,72,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1931
5390,"HORNOR, Lynn Sedwick",D,73,house,1874.0,Lynn,ipums,0.9737,0.0263,M,,1933
5391,"FRAZIER, Lynn Joseph",R,73,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1933
5392,"FRAZIER, Lynn Joseph",R,74,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1935
5393,"FRAZIER, Lynn Joseph",R,75,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1937
5394,"FRAZIER, Lynn Joseph",R,76,senate,1874.0,Lynn,ipums,0.9737,0.0263,M,,1939
5395,"JOHNSON, Magnus",O,68,senate,1871.0,Magnus,ipums,1.0,0.0,M,,1923
5396,"JOHNSON, Magnus",O,73,house,1871.0,Magnus,ipums,1.0,0.0,M,,1933
5397,"MAYFIELD, Earle Bradford",D,68,senate,1881.0,Earle,ipums,1.0,0.0,M,,1923
5398,"MAYFIELD, Earle Bradford",D,69,senate,1881.0,Earle,ipums,1.0,0.0,M,,1925
5399,"MAYFIELD, Earle Bradford",D,70,senate,1881.0,Earle,ipums,1.0,0.0,M,,1927
5400,"MEANS, Rice William",R,68,senate,1877.0,Rice,ipums,1.0,0.0,M,,1923
5401,"MEANS, Rice William",R,69,senate,1877.0,Rice,ipums,1.0,0.0,M,,1925
5402,"METCALF, Jesse Houghton",R,68,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1923
5403,"METCALF, Jesse Houghton",R,69,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1925
5404,"METCALF, Jesse Houghton",R,70,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1927
5405,"METCALF, Jesse Houghton",R,71,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1929
5406,"METCALF, Jesse Houghton",R,72,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1931
5407,"METCALF, Jesse Houghton",R,73,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1933
5408,"METCALF, Jesse Houghton",R,74,senate,1860.0,Jesse,ipums,0.9221,0.0779,M,,1935
5409,"RALSTON, Samuel Moffett",D,68,senate,1857.0,Samuel,ipums,1.0,0.0,M,,1923
5410,"RALSTON, Samuel Moffett",D,69,senate,1857.0,Samuel,ipums,1.0,0.0,M,,1925
5411,"SHIPSTEAD, Henrik",O,68,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1923
5412,"SHIPSTEAD, Henrik",O,69,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1925
5413,"SHIPSTEAD, Henrik",O,70,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1927
5414,"SHIPSTEAD, Henrik",O,71,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1929
5415,"SHIPSTEAD, Henrik",O,72,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1931
5416,"SHIPSTEAD, Henrik",O,73,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1933
5417,"SHIPSTEAD, Henrik",O,74,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1935
5418,"SHIPSTEAD, Henrik",O,75,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1937
5419,"SHIPSTEAD, Henrik",O,76,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1939
5420,"SHIPSTEAD, Henrik",R,77,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1941
5421,"SHIPSTEAD, Henrik",R,78,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1943
5422,"SHIPSTEAD, Henrik",R,79,senate,1881.0,Henrik,ipums,1.0,0.0,M,,1945
5423,"WHEELER, Burton Kendall",D,68,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1923
5424,"WHEELER, Burton Kendall",D,69,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1925
5425,"WHEELER, Burton Kendall",D,70,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1927
5426,"WHEELER, Burton Kendall",D,71,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1929
5427,"WHEELER, Burton Kendall",D,72,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1931
5428,"WHEELER, Burton Kendall",D,73,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1933
5429,"WHEELER, Burton Kendall",D,74,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1935
5430,"WHEELER, Burton Kendall",D,75,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1937
5431,"WHEELER, Burton Kendall",D,76,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1939
5432,"WHEELER, Burton Kendall",D,77,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1941
5433,"WHEELER, Burton Kendall",D,78,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1943
5434,"WHEELER, Burton Kendall",D,79,senate,1882.0,Burton,ipums,0.9447,0.0553,M,,1945
5435,"ANDRESEN, August Herman",R,69,house,1890.0,August,ipums,1.0,0.0,M,,1925
5436,"ANDRESEN, August Herman",R,70,house,1890.0,August,ipums,1.0,0.0,M,,1927
5437,"ANDRESEN, August Herman",R,71,house,1890.0,August,ipums,1.0,0.0,M,,1929
5438,"ANDRESEN, August Herman",R,72,house,1890.0,August,ipums,1.0,0.0,M,,1931
5439,"ANDRESEN, August Herman",R,74,house,1890.0,August,ipums,1.0,0.0,M,,1935
5440,"ANDRESEN, August Herman",R,75,house,1890.0,August,ipums,1.0,0.0,M,,1937
5441,"ANDRESEN, August Herman",R,76,house,1890.0,August,ipums,1.0,0.0,M,,1939
5442,"ANDRESEN, August Herman",R,77,house,1890.0,August,ipums,1.0,0.0,M,,1941
5443,"ANDRESEN, August Herman",R,78,house,1890.0,August,ipums,1.0,0.0,M,,1943
5444,"ANDRESEN, August Herman",R,79,house,1890.0,August,ipums,1.0,0.0,M,,1945
5445,"ANDRESEN, August Herman",R,80,house,1890.0,August,ipums,1.0,0.0,M,,1947
5446,"ANDRESEN, August Herman",R,81,house,1890.0,August,ipums,1.0,0.0,M,,1949
5447,"ANDRESEN, August Herman",R,82,house,1890.0,August,ipums,1.0,0.0,M,,1951
5448,"ANDRESEN, August Herman",R,83,house,1890.0,August,ipums,1.0,0.0,M,,1953
5449,"ANDRESEN, August Herman",R,84,house,1890.0,August,ipums,1.0,0.0,M,,1955
5450,"ANDRESEN, August Herman",R,85,house,1890.0,August,ipums,1.0,0.0,M,,1957
5451,"APPLEBY, Stewart Hoffman",R,69,house,1890.0,Stewart,ipums,1.0,0.0,M,,1925
5452,"AUF DER HEIDE, Oscar Louis",D,69,house,1874.0,Oscar,ipums,1.0,0.0,M,,1925
5453,"AUF DER HEIDE, Oscar Louis",D,70,house,1874.0,Oscar,ipums,1.0,0.0,M,,1927
5454,"AUF DER HEIDE, Oscar Louis",D,71,house,1874.0,Oscar,ipums,1.0,0.0,M,,1929
5455,"AUF DER HEIDE, Oscar Louis",D,72,house,1874.0,Oscar,ipums,1.0,0.0,M,,1931
5456,"AUF DER HEIDE, Oscar Louis",D,73,house,1874.0,Oscar,ipums,1.0,0.0,M,,1933
5457,"BACHMANN, Carl George",R,69,house,1890.0,Carl,ipums,0.9917,0.0083,M,,1925
5458,"BACHMANN, Carl George",R,70,house,1890.0,Carl,ipums,0.9917,0.0083,M,,1927
5459,"BACHMANN, Carl George",R,71,house,1890.0,Carl,ipums,0.9917,0.0083,M,,1929
5460,"BACHMANN, Carl George",R,72,house,1890.0,Carl,ipums,0.9917,0.0083,M,,1931
5461,"BAILEY, Ralph Emerson",R,69,house,1878.0,Ralph,ipums,0.9765,0.0235,M,,1925
5462,"BOWLES, Henry Leland",R,69,house,1866.0,Henry,ipums,0.9967,0.0033,M,,1925
5463,"BOWLES, Henry Leland",R,70,house,1866.0,Henry,ipums,0.9967,0.0033,M,,1927
5464,"BRIGHAM, Elbert Sidney",R,69,house,1877.0,Elbert,ipums,1.0,0.0,M,,1925
5465,"BRIGHAM, Elbert Sidney",R,70,house,1877.0,Elbert,ipums,1.0,0.0,M,,1927
5466,"BRIGHAM, Elbert Sidney",R,71,house,1877.0,Elbert,ipums,1.0,0.0,M,,1929
5467,"CARTER, Albert Edward",R,69,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1925
5468,"CARTER, Albert Edward",R,70,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1927
5469,"CARTER, Albert Edward",R,71,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1929
5470,"CARTER, Albert Edward",R,72,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1931
5471,"CARTER, Albert Edward",R,73,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1933
5472,"CARTER, Albert Edward",R,74,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1935
5473,"CARTER, Albert Edward",R,75,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1937
5474,"CARTER, Albert Edward",R,76,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1939
5475,"CARTER, Albert Edward",R,77,house,1881.0,Albert,ipums,0.9934,0.0066,M,,1941
